unitKey,chassis,model,techBase,rulesLevel,relativePath,weaponIndex,mtfWeaponName,mtfLocation,normalizedLocation,resolutionStatus,chosenWeaponId,chosenWeaponName,chosenTechBase,matchedBy,matchedText,slotMatchStatus,matchingSlotIndexes,matchingSlotValues,reason
meks-rec-guides-ilclan-vol-21-regent-d,Regent,D,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent D.mtf,3,Improved Heavy Medium Laser,Right Arm,rightArm,matched,clan_improved_heavy_medium_laser,Improved Heavy Medium Laser,Clan,name,Improved Heavy Medium Laser,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-21-regent-d,Regent,D,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent D.mtf,4,LRM 15,Left Torso,leftTorso,matched,clan_lrm_15,LRM 15,Clan,name,LRM 15,matchedSlot,1; 2; 9; 10,CLLRM15 (OMNIPOD); CLLRM15 (OMNIPOD); Clan Ammo LRM-15 (OMNIPOD); Clan Ammo LRM-15 (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-21-regent-d,Regent,D,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent D.mtf,5,Ultra AC/2,Left Torso,leftTorso,matched,clan_ultra_ac_2,Ultra AC/2,Clan,name,Ultra AC/2,matchedSlot,3; 4; 11,CLUltraAC2 (OMNIPOD); CLUltraAC2 (OMNIPOD); Clan Ultra AC/2 Ammo (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-21-regent-d,Regent,D,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent D.mtf,6,LB 2-X AC,Left Torso,leftTorso,matched,clan_lb_2_x_ac,LB 2-X AC,Clan,name,LB 2-X AC,matchedSlot,5; 6; 7; 8,CLLBXAC2 (OMNIPOD); CLLBXAC2 (OMNIPOD); CLLBXAC2 (OMNIPOD); Clan LB 2-X AC Ammo (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-21-regent-d,Regent,D,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent D.mtf,7,LRM 15,Right Torso,rightTorso,matched,clan_lrm_15,LRM 15,Clan,name,LRM 15,matchedSlot,1; 2; 9; 10,CLLRM15 (OMNIPOD); CLLRM15 (OMNIPOD); Clan Ammo LRM-15 (OMNIPOD); Clan Ammo LRM-15 (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-21-regent-d,Regent,D,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent D.mtf,8,Ultra AC/2,Right Torso,rightTorso,matched,clan_ultra_ac_2,Ultra AC/2,Clan,name,Ultra AC/2,matchedSlot,3; 4; 11,CLUltraAC2 (OMNIPOD); CLUltraAC2 (OMNIPOD); Clan Ultra AC/2 Ammo (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-21-regent-d,Regent,D,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent D.mtf,9,LB 2-X AC,Right Torso,rightTorso,matched,clan_lb_2_x_ac,LB 2-X AC,Clan,name,LB 2-X AC,matchedSlot,5; 6; 7,CLLBXAC2 (OMNIPOD); CLLBXAC2 (OMNIPOD); CLLBXAC2 (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-21-regent-d,Regent,D,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent D.mtf,10,Small Pulse Laser,Head,head,matched,clan_small_pulse_laser,Small Pulse Laser,Clan,name,Small Pulse Laser,matchedSlot,4,CLSmallPulseLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-21-regent-prime,Regent,Prime,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent Prime.mtf,0,Medium Pulse Laser,Left Arm,leftArm,matched,clan_medium_pulse_laser,Medium Pulse Laser,Clan,name,Medium Pulse Laser,matchedSlot,7,CLMediumPulseLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-21-regent-prime,Regent,Prime,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent Prime.mtf,1,ER Large Laser,Right Arm,rightArm,matched,clan_er_large_laser,ER Large Laser,Clan,name,ER Large Laser,matchedSlot,6,CLERLargeLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-21-regent-prime,Regent,Prime,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent Prime.mtf,2,Medium Pulse Laser,Right Arm,rightArm,matched,clan_medium_pulse_laser,Medium Pulse Laser,Clan,name,Medium Pulse Laser,matchedSlot,7,CLMediumPulseLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-21-regent-prime,Regent,Prime,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent Prime.mtf,3,ER Large Laser,Left Torso,leftTorso,matched,clan_er_large_laser,ER Large Laser,Clan,name,ER Large Laser,matchedSlot,7,CLERLargeLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-21-regent-prime,Regent,Prime,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent Prime.mtf,4,Streak SRM 4,Left Torso,leftTorso,matched,clan_streak_srm_4,Streak SRM 4,Clan,name,Streak SRM 4,matchedSlot,8; 9,CLStreakSRM4 (OMNIPOD); Clan Streak SRM 4 Ammo (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-21-regent-prime,Regent,Prime,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent Prime.mtf,5,LB 20-X AC,Right Torso,rightTorso,matched,clan_lb_20_x_ac,LB 20-X AC,Clan,name,LB 20-X AC,matchedSlot,3; 4; 5; 6; 7; 8; 9; 10; 11,CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-21-regent-prime,Regent,Prime,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent Prime.mtf,6,ER Large Laser,Right Torso,rightTorso,matched,clan_er_large_laser,ER Large Laser,Clan,name,ER Large Laser,matchedSlot,12,CLERLargeLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-21-regent-prime,Regent,Prime,Clan,Standard,meks/Rec Guides ilClan/Vol 21/Regent Prime.mtf,7,Micro Pulse Laser,Head,head,matched,clan_micro_pulse_laser,Micro Pulse Laser,Clan,name,Micro Pulse Laser,matchedSlot,4,CLMicroPulseLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-f,Battle Cobra,F,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra F.mtf,0,ER Medium Laser,Left Arm,leftArm,matched,clan_er_medium_laser,ER Medium Laser,Clan,name,ER Medium Laser,matchedSlot,4; 5; 6,CLERMediumLaser (omnipod); CLERMediumLaser (omnipod); CLERMediumLaser (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-f,Battle Cobra,F,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra F.mtf,1,ER Medium Laser,Left Arm,leftArm,matched,clan_er_medium_laser,ER Medium Laser,Clan,name,ER Medium Laser,matchedSlot,4; 5; 6,CLERMediumLaser (omnipod); CLERMediumLaser (omnipod); CLERMediumLaser (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-f,Battle Cobra,F,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra F.mtf,2,ER Medium Laser,Left Arm,leftArm,matched,clan_er_medium_laser,ER Medium Laser,Clan,name,ER Medium Laser,matchedSlot,4; 5; 6,CLERMediumLaser (omnipod); CLERMediumLaser (omnipod); CLERMediumLaser (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-f,Battle Cobra,F,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra F.mtf,3,Ultra AC/5,Right Arm,rightArm,matched,clan_ultra_ac_5,Ultra AC/5,Clan,name,Ultra AC/5,matchedSlot,3; 4; 5; 6,CLUltraAC5 (omnipod); CLUltraAC5 (omnipod); CLUltraAC5 (omnipod); Clan Ultra AC/5 Ammo (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-g,Battle Cobra,G,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra G.mtf,0,ER Medium Laser,Right Arm,rightArm,matched,clan_er_medium_laser,ER Medium Laser,Clan,name,ER Medium Laser,matchedSlot,4,CLERMediumLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-g,Battle Cobra,G,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra G.mtf,1,ER Medium Laser,Left Arm,leftArm,matched,clan_er_medium_laser,ER Medium Laser,Clan,name,ER Medium Laser,matchedSlot,4,CLERMediumLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-g,Battle Cobra,G,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra G.mtf,2,Flamer,Left Arm,leftArm,matched,clan_flamer,Flamer,Clan,name,Flamer,matchedSlot,5,CLFlamer (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-g,Battle Cobra,G,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra G.mtf,3,Flamer,Right Arm,rightArm,matched,clan_flamer,Flamer,Clan,name,Flamer,matchedSlot,5,CLFlamer (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-g,Battle Cobra,G,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra G.mtf,4,Plasma Cannon,Right Arm,rightArm,matched,clan_plasma_cannon,Plasma Cannon,Clan,name,Plasma Cannon,matchedSlot,6; 7; 8,CLPlasmaCannon (OMNIPOD); CLPlasmaCannonAmmo (OMNIPOD); CLPlasmaCannonAmmo (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-g,Battle Cobra,G,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra G.mtf,5,Plasma Cannon,Left Arm,leftArm,matched,clan_plasma_cannon,Plasma Cannon,Clan,name,Plasma Cannon,matchedSlot,6; 7; 8,CLPlasmaCannon (OMNIPOD); CLPlasmaCannonAmmo (OMNIPOD); CLPlasmaCannonAmmo (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-i,Battle Cobra,I,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra I.mtf,0,LRM 15,Right Arm,rightArm,matched,clan_lrm_15,LRM 15,Clan,name,LRM 15,matchedSlot,4; 5; 8; 9,CLLRM15 (OMNIPOD); CLLRM15 (OMNIPOD); Clan Ammo LRM-15 (Clan) Artemis V-capable (OMNIPOD); Clan Ammo LRM-15 (Clan) Artemis V-capable (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-i,Battle Cobra,I,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra I.mtf,1,LRM 15,Left Arm,leftArm,matched,clan_lrm_15,LRM 15,Clan,name,LRM 15,matchedSlot,4; 5; 8; 9,CLLRM15 (OMNIPOD); CLLRM15 (OMNIPOD); Clan Ammo LRM-15 (Clan) Artemis V-capable (OMNIPOD); Clan Ammo LRM-15 (Clan) Artemis V-capable (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-j,Battle Cobra,J,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra J.mtf,0,ER Medium Pulse Laser,Left Arm,leftArm,unmatched,,,,,,noMatchingSlotInDeclaredLocation,,,"No weapon.ts name/altName/id matched ""ER Medium Pulse Laser"" after normalizing to ""ER Medium Pulse Laser""."
meks-rec-guides-ilclan-vol-22-battle-cobra-j,Battle Cobra,J,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra J.mtf,1,ER Medium Pulse Laser,Left Arm,leftArm,unmatched,,,,,,noMatchingSlotInDeclaredLocation,,,"No weapon.ts name/altName/id matched ""ER Medium Pulse Laser"" after normalizing to ""ER Medium Pulse Laser""."
meks-rec-guides-ilclan-vol-22-battle-cobra-j,Battle Cobra,J,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra J.mtf,2,Rotary AC/2,Right Arm,rightArm,matched,is_rotary_ac_2,Rotary AC/2,Inner Sphere,name,Rotary AC/2,matchedSlot,3; 4; 5; 6; 7; 8,CLRotaryAC2 (OMNIPOD); CLRotaryAC2 (OMNIPOD); CLRotaryAC2 (OMNIPOD); CLRotaryAC2 (OMNIPOD); CLRotaryAC2 Ammo (OMNIPOD); CLRotaryAC2 Ammo (OMNIPOD),"Resolved by exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-t,Battle Cobra,T,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra T.mtf,0,ER Large Laser,Right Arm,rightArm,matched,clan_er_large_laser,ER Large Laser,Clan,name,ER Large Laser,matchedSlot,6,CLERLargeLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-t,Battle Cobra,T,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra T.mtf,1,ER Large Laser,Left Arm,leftArm,matched,clan_er_large_laser,ER Large Laser,Clan,name,ER Large Laser,matchedSlot,6,CLERLargeLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-t,Battle Cobra,T,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra T.mtf,2,ER Small Laser,Right Arm,rightArm,matched,clan_er_small_laser,ER Small Laser,Clan,name,ER Small Laser,matchedSlot,7,CLERSmallLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-t,Battle Cobra,T,Clan,Standard,meks/Rec Guides ilClan/Vol 22/Battle Cobra T.mtf,3,ER Small Laser,Left Arm,leftArm,matched,clan_er_small_laser,ER Small Laser,Clan,name,ER Small Laser,matchedSlot,7,CLERSmallLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-x,Battle Cobra,X,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Battle Cobra X.mtf,0,Improved Heavy Medium Laser,Right Arm,rightArm,matched,clan_improved_heavy_medium_laser,Improved Heavy Medium Laser,Clan,name,Improved Heavy Medium Laser,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-x,Battle Cobra,X,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Battle Cobra X.mtf,1,Improved Heavy Medium Laser,Right Arm,rightArm,matched,clan_improved_heavy_medium_laser,Improved Heavy Medium Laser,Clan,name,Improved Heavy Medium Laser,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-x,Battle Cobra,X,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Battle Cobra X.mtf,2,Improved Heavy Medium Laser,Left Arm,leftArm,matched,clan_improved_heavy_medium_laser,Improved Heavy Medium Laser,Clan,name,Improved Heavy Medium Laser,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-x,Battle Cobra,X,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Battle Cobra X.mtf,3,Improved Heavy Medium Laser,Left Arm,leftArm,matched,clan_improved_heavy_medium_laser,Improved Heavy Medium Laser,Clan,name,Improved Heavy Medium Laser,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-battle-cobra-x,Battle Cobra,X,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Battle Cobra X.mtf,4,Improved Heavy Medium Laser,Right Torso,rightTorso,matched,clan_improved_heavy_medium_laser,Improved Heavy Medium Laser,Clan,name,Improved Heavy Medium Laser,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-doom-courser-a,Doom Courser,A,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Doom Courser A.mtf,0,Large Pulse Laser,Left Torso,leftTorso,matched,clan_large_pulse_laser,Large Pulse Laser,Clan,name,Large Pulse Laser,matchedSlot,5; 6,CLLargePulseLaser (OMNIPOD); CLLargePulseLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-doom-courser-a,Doom Courser,A,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Doom Courser A.mtf,1,ATM 12,Right Torso,rightTorso,matched,clan_atm_12,ATM 12,Clan,name,ATM 12,matchedSlot,1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 12,CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); Clan Ammo ATM-12 (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-doom-courser-a,Doom Courser,A,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Doom Courser A.mtf,2,ATM 12,Right Torso,rightTorso,matched,clan_atm_12,ATM 12,Clan,name,ATM 12,matchedSlot,1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 12,CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); CLATM12 (T) (OMNIPOD); Clan Ammo ATM-12 (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-doom-courser-b,Doom Courser,B,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Doom Courser B.mtf,0,Medium Pulse Laser,Right Torso,rightTorso,matched,clan_medium_pulse_laser,Medium Pulse Laser,Clan,name,Medium Pulse Laser,matchedSlot,5; 6; 7; 8,CLMediumPulseLaser (T) (OMNIPOD); CLMediumPulseLaser (T) (OMNIPOD); CLMediumPulseLaser (T) (OMNIPOD); CLMediumPulseLaser (T) (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-doom-courser-b,Doom Courser,B,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Doom Courser B.mtf,1,Medium Pulse Laser,Right Torso,rightTorso,matched,clan_medium_pulse_laser,Medium Pulse Laser,Clan,name,Medium Pulse Laser,matchedSlot,5; 6; 7; 8,CLMediumPulseLaser (T) (OMNIPOD); CLMediumPulseLaser (T) (OMNIPOD); CLMediumPulseLaser (T) (OMNIPOD); CLMediumPulseLaser (T) (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-doom-courser-b,Doom Courser,B,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Doom Courser B.mtf,2,Medium Pulse Laser,Right Torso,rightTorso,matched,clan_medium_pulse_laser,Medium Pulse Laser,Clan,name,Medium Pulse Laser,matchedSlot,5; 6; 7; 8,CLMediumPulseLaser (T) (OMNIPOD); CLMediumPulseLaser (T) (OMNIPOD); CLMediumPulseLaser (T) (OMNIPOD); CLMediumPulseLaser (T) (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-doom-courser-b,Doom Courser,B,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Doom Courser B.mtf,3,Medium Pulse Laser,Right Torso,rightTorso,matched,clan_medium_pulse_laser,Medium Pulse Laser,Clan,name,Medium Pulse Laser,matchedSlot,5; 6; 7; 8,CLMediumPulseLaser (T) (OMNIPOD); CLMediumPulseLaser (T) (OMNIPOD); CLMediumPulseLaser (T) (OMNIPOD); CLMediumPulseLaser (T) (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-doom-courser-b,Doom Courser,B,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Doom Courser B.mtf,4,LB 20-X AC,Left Torso,leftTorso,matched,clan_lb_20_x_ac,LB 20-X AC,Clan,name,LB 20-X AC,matchedSlot,3; 4; 5; 6; 7; 8; 9; 10; 11; 12,CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD); CLLBXAC20 (OMNIPOD); Clan LB 20-X AC Ammo (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-doom-courser-c,Doom Courser,C,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Doom Courser C.mtf,0,LRM 15,Right Torso,rightTorso,matched,clan_lrm_15,LRM 15,Clan,name,LRM 15,matchedSlot,3; 4; 5; 6; 7; 8; 9; 10,CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-doom-courser-c,Doom Courser,C,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Doom Courser C.mtf,1,LRM 15,Right Torso,rightTorso,matched,clan_lrm_15,LRM 15,Clan,name,LRM 15,matchedSlot,3; 4; 5; 6; 7; 8; 9; 10,CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-doom-courser-c,Doom Courser,C,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Doom Courser C.mtf,2,LRM 15,Right Torso,rightTorso,matched,clan_lrm_15,LRM 15,Clan,name,LRM 15,matchedSlot,3; 4; 5; 6; 7; 8; 9; 10,CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-rec-guides-ilclan-vol-22-doom-courser-c,Doom Courser,C,Clan,Advanced,meks/Rec Guides ilClan/Vol 22/Doom Courser C.mtf,3,LRM 15,Right Torso,rightTorso,matched,clan_lrm_15,LRM 15,Clan,name,LRM 15,matchedSlot,3; 4; 5; 6; 7; 8; 9; 10,CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD); CLLRM15 (T) (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
